Order_ID,Order_Date,Customer_Name,Outlet,Product,Category,Quantity,Unit_Price,Payment_Method,Order_Type,Total_Sales
FF10244,2025-01-22,Tanvi,Urban Estate,Garlic Bread,Sides,3.0,129.0,,Delivery,387.0
FF10245,2025-04-08,Manish,Urban Estate,Lemonade,Beverages,4.0,89.0,Cash,Delivery,356.0
FF10246,05/05/2025,Karan,Model Town,Veg Burger,Burgers,1.0,129.0,UPI,Delivery,129.0
FF10247,2025-04-27,Simran,Model Town,Garlic Bread,Sides,4.0,129.0,UPI,Takeaway,516.0
FF10248,03-06-2025,Rahul,Urban Estate,Margherita Pizza,Pizza,2.0,299.0,Card,Takeaway,598.0
FF10249,2025-04-05,Nisha, MODEL TOWN,Cheese Burger,Burgers,3.0,199.0,UPI,Takeaway,597.0
FF10250,2025-02-10,Jaspreet,Leela Bhawan,Chicken Wings,Sides,3.0,179.0,UPI,Takeaway,537.0
FF10251,2025-01-25,Nisha,Tripuri,Margherita Pizza,Pizza,3.0,299.0,Card,Takeaway,897.0
FF10252,2025-06-24,Tanvi,Tripuri,Chicken Wings,Sides,3.0,179.0,UPI,Takeaway,537.0
FF10253,2025-01-15,Kavya,Leela Bhawan,Cheese Burger,Burgers,2.0,199.0,Card,Dine-in,398.0
FF10254,2025-01-12,Tanvi,Tripuri,Cold Coffee,Beverages,3.0,119.0,Cash,Takeaway,357.0
FF10255,2025-01-31,Pooja,Urban Estate,Coke,Beverages,2.0,59.0,UPI,Delivery,118.0
FF10256,2025-04-13,Rahul,Urban Estate,Cheese Burger,Burgers,4.0,199.0,UPI,Delivery,796.0
FF10257,2025-01-22,Simran,Urban Estate,Garlic Bread,Sides,4.0,129.0,UPI,Takeaway,516.0
FF10258,2025-06-12,Nisha,Model Town,Lemonade,Beverages,,89.0,Card,Takeaway,
FF10259,2025-01-13,Karan,Tripuri,Veg Burger,Burgers,1.0,129.0,UPI,Delivery,129.0
FF10260,2025-01-09,Rahul,Tripuri,Lemonade,Beverages,2.0,89.0,Cash,Dine-in,178.0
FF10261,2025-04-28,Ananya,Tripuri,Veg Burger,Burgers,-1.0,129.0,Cash,Delivery,-129.0
FF10262,2025-04-19,Riya,Leela Bhawan,Cold Coffee,Beverages,3.0,119.0,UPI,Dine-in,357.0
FF10263,2025-05-18,Simran,Leela Bhawan,Chicken Wings,Sides,4.0,179.0,Cash,Delivery,716.0
FF10264,2025-02-24,Riya,Leela Bhawan,Garlic Bread,Sides,3.0,129.0,UPI,Dine-in,387.0
FF10265,2025-04-04,Ananya,Leela Bhawan,French Fries,Sides,2.0,99.0,UPI,Dine-in,198.0
FF10266,2025-06-14,Gurpreet,Urban Estate,Farmhouse Pizza,Pizza,2.0,349.0,Cash,Takeaway,698.0
FF10267,2025-05-01,Ananya,Leela Bhawan,Veg Burger,Burgers,1.0,129.0,UPI,Dine-in,129.0
FF10268,2025-01-16,Arjun,Leela Bhawan,Classic Burger,Burgers,1.0,149.0,UPI,Takeaway,149.0
FF10269,2025-06-25,Harsh,Leela Bhawan,French Fries,Sides,2.0,99.0,Cash,Takeaway,198.0
FF10270,2025-03-06,Yash,Tripuri,Cheese Burger,Burgers,4.0,199.0,Card,Dine-in,796.0
FF10271,2025-03-31,Aman,Leela Bhawan,Margherita Pizza,Pizza,4.0,299.0,UPI,Dine-in,1196.0
FF10272,2025-05-01,Kavya,Urban Estate,Chicken Wings,Sides,4.0,179.0,Card,Takeaway,716.0
FF10273,2025-06-02,Sneha,Urban Estate,Coke,Beverages,1.0,59.0,Card,Takeaway,59.0
FF10274,2025-06-19,Karan,Leela Bhawan,Coke,Beverages,4.0,59.0,Cash,Dine-in,236.0
FF10275,2025-02-12,,Model Town,Coke,Beverages,4.0,59.0,Card,Delivery,236.0
FF10276,2025-06-25,Arjun,Leela Bhawan,Classic Burger,Burgers,3.0,149.0,UPI,Delivery,447.0
FF10277,2025-05-02,Isha,Leela Bhawan,Garlic Bread,Sides,1.0,129.0,Cash,Delivery,129.0
FF10278,2025-02-28,Kavya,Model Town,French Fries,Sides,2.0,99.0,UPI,Delivery,198.0
FF10279,2025-06-04,Sneha,Tripuri,Chicken Wings,Sides,4.0,179.0,Card,Dine-in,716.0
FF10280,2025-01-16,Vikas,Leela Bhawan,Classic Burger,Burgers,2.0,149.0,UPI,Delivery,298.0
FF10281,2025-03-26,Pooja,Leela Bhawan,Chicken Wings,Sides,1.0,179.0,UPI,Delivery,179.0
FF10282,2025-01-26,Rahul,Tripuri,Cheese Burger,Burgers,2.0,199.0,Cash,Dine-in,398.0
FF10283,2025-06-12,Riya,Tripuri,Cheese Burger,Burgers,2.0,199.0,Card,Delivery,398.0
FF10284,2025-06-27,Jaspreet,Tripuri,French Fries,Sides,3.0,99.0,UPI,Dine-in,297.0
FF10285,2025-03-07,Sneha,Leela Bhawan,Garlic Bread,Sides,2.0,129.0,Card,Delivery,258.0
FF10286,2025-03-11,Pooja,Model Town,French Fries,Sides,2.0,99.0,Cash,Takeaway,198.0
FF10287,2025-02-15,Mehak,Leela Bhawan,Coke,Beverages,1.0,59.0,UPI,Takeaway,59.0
FF10288,2025-03-26,Manish,Tripuri,Cold Coffee,Beverages,4.0,119.0,UPI,Takeaway,476.0
FF10289,2025-03-23,Tanvi,Leela Bhawan,Coke,Beverages,3.0,59.0,UPI,Delivery,177.0
FF10290,2025-02-23,Rahul,Tripuri,Cheese Burger,Burgers,4.0,199.0,Cash,Takeaway,796.0
FF10291,2025-03-24,Sneha,Leela Bhawan,Cheese Burger,Burgers,1.0,199.0,UPI,Takeaway,199.0
FF10292,2025-05-09,Tanvi,Urban Estate,Garlic Bread,Sides,4.0,129.0,Card,Takeaway,516.0
FF10293,2025-01-07,Vikas,Leela Bhawan,Coke,Beverages,3.0,59.0,Cash,Delivery,177.0
FF10294,2025-04-24,Sahil,Leela Bhawan,Classic Burger,Burgers,4.0,149.0,Cash,Delivery,596.0
FF10295,2025-03-09,Pooja,Tripuri,French Fries,Sides,3.0,99.0,Card,Takeaway,297.0
FF10296,2025-01-24,Jaspreet,Tripuri,Margherita Pizza,Pizza,4.0,299.0,Cash,Delivery,1196.0
FF10297,2025-03-26,Riya,Urban Estate,Classic Burger,Burgers,3.0,149.0,UPI,Takeaway,447.0
FF10298,2025-02-27,Vikas,Leela Bhawan,Farmhouse Pizza,Pizza,1.0,349.0,UPI,Dine-in,349.0
FF10299,2025-04-20,Aditya,Tripuri,Cheese Burger,Burgers,3.0,199.0,UPI,Dine-in,597.0
FF10300,2025-06-07,Isha,Model Town,Cheese Burger,Burgers,2.0,199.0,Card,Dine-in,398.0
FF10301,2025-05-03,Sneha,Tripuri,Veg Burger,Burgers,4.0,129.0,UPI,Dine-in,516.0
FF10302,2025-05-21,Jaspreet,Urban Estate,Cheese Burger,Burgers,3.0,199.0,Card,Takeaway,597.0
FF10303,2025-01-31,Vikas,Urban Estate,Garlic Bread,Sides,3.0,129.0,Cash,Takeaway,387.0
FF10304,2025-05-16,Kavya,Leela Bhawan,Chicken Wings,Sides,1.0,179.0,UPI,Delivery,179.0
FF10305,2025-03-24,Sahil,Urban Estate,Farmhouse Pizza,Pizza,2.0,349.0,Cash,Delivery,698.0
FF10306,2025-06-02,Sahil,Urban Estate,Classic Burger,Burgers,1.0,149.0,Card,Takeaway,149.0
FF10307,2025-03-18,Jaspreet,Tripuri,Classic Burger,Burgers,1.0,149.0,Cash,Delivery,149.0
FF10308,2025-03-11,Simran,Leela Bhawan ,Chicken Wings,Sides,1.0,179.0,Cash,Delivery,179.0
FF10309,2025-06-24,Mehak,Urban Estate,Coke,Beverages,2.0,59.0,UPI,Delivery,118.0
FF10310,2025-01-19,Vikas,Urban Estate,Chicken Wings,Sides,2.0,179.0,UPI,Dine-in,358.0
FF10311,2025-01-17,Karan,Leela Bhawan,Margherita Pizza,Pizza,4.0,299.0,Card,Takeaway,1196.0
FF10312,2025-02-11,Sahil,Model Town,French Fries,Sides,3.0,99.0,Card,Dine-in,297.0
FF10313,2025-02-20,Karan,Urban Estate,Coke,Beverages,1.0,59.0,UPI,Delivery,59.0
FF10314,2025-05-10,Rohan,Leela Bhawan,Coke,Beverages,3.0,59.0,Card,Delivery,177.0
FF10315,2025-04-27,Rahul,Leela Bhawan,Garlic Bread,Sides,2.0,129.0,Card,Takeaway,258.0
FF10316,2025-01-25,Aman,Model Town,French Fries,Sides,3.0,99.0,UPI,Dine-in,297.0
FF10317,2025-01-14,Tanvi,Leela Bhawan,Veg Burger,Burgers,2.0,129.0,UPI,Takeaway,258.0
FF10318,2025-01-04,Kavya,Model Town,Coke,Beverages,4.0,59.0,Cash,Delivery,236.0
FF10319,2025-06-26,Sneha,Tripuri,Veg Burger,Burgers,4.0,,UPI,Takeaway,
FF10320,2025-04-19,Simran,Tripuri,French Fries,Sides,1.0,99.0,Cash,Takeaway,99.0
FF10321,2025-05-19,Tanvi,Urban Estate,Margherita Pizza,Pizza,4.0,299.0,Card,Dine-in,1196.0
FF10322,2025-06-26,Vikas,Model Town,French Fries,Sides,2.0,99.0,,Delivery,198.0
FF10323,2025-04-23,Mehak,Leela Bhawan,Coke,Beverages,3.0,59.0,Card,Takeaway,177.0
FF10324,2025-01-18,Arjun,Leela Bhawan,Coke,Beverages,4.0,59.0,Cash,Delivery,236.0
FF10325,2025-04-11,Arjun,Model Town,Margherita Pizza,Pizza,3.0,299.0,UPI,Delivery,897.0
FF10326,2025-04-02,Neha,Urban Estate,Chicken Wings,Sides,2.0,179.0,UPI,Takeaway,358.0
FF10327,2025-02-27,Harsh,Urban Estate,French Fries,Sides,2.0,99.0,UPI,Delivery,198.0
FF10328,2025-06-16,Karan,Leela Bhawan,Margherita Pizza,Pizza,3.0,299.0,Card,Delivery,897.0
FF10329,2025-01-05,Ananya,Model Town,French Fries,Sides,1.0,99.0,UPI,Dine-in,99.0
FF10330,2025-03-04,Simran,Model Town,French Fries,Sides,3.0,99.0,Cash,Dine-in,297.0
FF10331,2025-04-20,Pooja,Leela Bhawan,Coke,Beverages,4.0,59.0,Card,Takeaway,236.0
FF10332,2025-06-13,Rohan,Model Town,Margherita Pizza,Pizza,3.0,299.0,Card,Delivery,897.0
FF10333,2025-06-12,Isha,Tripuri,French Fries,Sides,2.0,99.0,UPI,Delivery,198.0
FF10334,2025-01-14,Jaspreet,Tripuri,Classic Burger,Burgers,4.0,149.0,UPI,Dine-in,596.0
FF10335,2025-03-09,Sneha,Leela Bhawan,Margherita Pizza,Pizza,3.0,299.0,Card,Dine-in,897.0
FF10336,2025-06-07,Vikas,Tripuri,Coke,Beverages,3.0,59.0,UPI,Takeaway,177.0
FF10337,2025-03-23,Aditya,Leela Bhawan,Classic Burger,Burgers,4.0,149.0,UPI,Delivery,596.0
FF10338,2025-05-19,Sneha,Urban Estate,Farmhouse Pizza,Pizza,2.0,349.0,Cash,Takeaway,698.0
FF10339,2025-04-27,Neha,Urban Estate,Lemonade,Beverages,2.0,89.0,Card,Takeaway,178.0
FF10340,2025-04-16,Aditya,Leela Bhawan,Chicken Wings,Sides,-1.0,179.0,UPI,Takeaway,-179.0
FF10341,2025-05-30,Tanvi,Leela Bhawan,Garlic Bread,Sides,2.0,129.0,UPI,Takeaway,258.0
FF10342,2025-01-09,Riya,Leela Bhawan,French Fries,Sides,2.0,99.0,UPI,Delivery,198.0
FF10343,2025-03-21,Harsh,Tripuri,Lemonade,Beverages,2.0,89.0,Cash,Takeaway,178.0
FF10344,2025-06-17,Mehak,Urban Estate,French Fries,Sides,3.0,99.0,UPI,Dine-in,297.0
FF10345,2025-04-28,Manish,Tripuri,Coke,Beverages,1.0,59.0,Cash,Delivery,59.0
FF10346,2025-03-17,Rohan,Leela Bhawan,Margherita Pizza,Pizza,3.0,299.0,Card,Dine-in,897.0
FF10347,2025-06-17,Ananya,Leela Bhawan,Cheese Burger,Burgers,1.0,199.0,UPI,Takeaway,199.0
FF10348,2025-06-23,Gurpreet,Leela Bhawan,Veg Burger,Burgers,3.0,129.0,Card,Takeaway,387.0
FF10349,2025-06-18,Kavya,Urban Estate,Veg Burger,Burgers,3.0,129.0,Cash,Takeaway,387.0
FF10350,2025-06-23,Neha,,Classic Burger,Burgers,4.0,149.0,Cash,Dine-in,596.0
FF10351,2025-05-13,Riya,Model Town,Coke,Beverages,3.0,59.0,Card,Delivery,177.0
FF10352,2025-03-17,Rohan,Model Town,Classic Burger,Burgers,4.0,149.0,Cash,Delivery,596.0
FF10353,2025-03-09,Riya,,Cheese Burger,Burgers,2.0,199.0,Card,Dine-in,398.0
FF10354,2025-02-16,Aditya,Leela Bhawan,Classic Burger,Burgers,2.0,149.0,UPI,Delivery,298.0
FF10355,2025-02-10,Vikas,Urban Estate,Chicken Wings,Sides,0.0,179.0,UPI,Dine-in,0.0
FF10356,2025-05-24,Riya,Urban Estate,French Fries,Sides,3.0,99.0,Cash,Takeaway,297.0
FF10357,2025-03-18,Arjun,Urban Estate,Lemonade,Beverages,3.0,89.0,Card,Delivery,267.0
FF10358,2025-01-17,Rohan,Leela Bhawan,Lemonade,Beverages,3.0,89.0,Card,Dine-in,267.0
FF10359,2025-01-24,Nisha,Urban Estate,French Fries,Sides,2.0,99.0,Cash,Takeaway,198.0
FF10360,2025-03-21,Isha,Urban Estate,Veg Burger,Burgers,1.0,129.0,UPI,Takeaway,129.0
FF10361,2025-03-28,Harsh,Model Town,Cold Coffee,Beverages,1.0,119.0,UPI,Delivery,119.0
FF10362,2025-02-03,Rahul,Urban Estate,Cold Coffee,Beverages,1.0,119.0,Cash,Takeaway,119.0
FF10363,2025-05-26,Sneha,Urban Estate,Classic Burger,Burgers,2.0,149.0,UPI,Delivery,298.0
FF10364,2025-02-18,Isha,Model Town,Margherita Pizza,Pizza,3.0,299.0,Card,Delivery,897.0
FF10365,2025-01-13,Jaspreet,Leela Bhawan,Classic Burger,Burgers,1.0,149.0,UPI,Delivery,149.0
FF10366,2025-06-06,Pooja,Model Town,Cheese Burger,Burgers,3.0,199.0,UPI,Takeaway,597.0
FF10367,2025-05-05,Harsh,Model Town,Margherita Pizza,Pizza,2.0,299.0,UPI,Dine-in,598.0
FF10368,2025-01-21,Aman,Model Town,Coke,Beverages,4.0,59.0,Card,Dine-in,236.0
FF10369,2025-01-17,Riya,Model Town,Coke,Beverages,1.0,59.0,UPI,Delivery,59.0
FF10370,2025-05-31,Sneha,Model Town,Veg Burger,Burgers,4.0,129.0,UPI,Delivery,516.0
FF10371,2025-06-01,Aman,Tripuri,Garlic Bread,Sides,4.0,129.0,Card,Dine-in,516.0
FF10372,2025-02-09,Tanvi,Model Town,Farmhouse Pizza,Pizza,2.0,349.0,Card,Takeaway,698.0
FF10373,2025-06-13,Yash,Leela Bhawan,French Fries,Sides,4.0,99.0,UPI,Takeaway,396.0
FF10374,2025-04-24,Neha,Leela Bhawan,Lemonade,Beverages,1.0,89.0,Cash,Delivery,89.0
FF10375,2025-06-09,Harsh,Tripuri,French Fries,Sides,1.0,99.0,UPI,Dine-in,99.0
FF10376,2025-04-19,Vikas,Leela Bhawan,Cold Coffee,Beverages,1.0,119.0,Cash,Dine-in,119.0
FF10377,2025-05-05,Nisha,Urban Estate,Farmhouse Pizza,Pizza,2.0,349.0,UPI,Delivery,698.0
FF10378,2025-05-08,Manish,Leela Bhawan,Lemonade,Beverages,3.0,89.0,UPI,Dine-in,267.0
FF10379,2025-02-10,Karan,Urban Estate,Coke,Beverages,1.0,59.0,UPI,Dine-in,59.0
FF10380,2025-04-25,Pooja,Urban Estate,Margherita Pizza,Pizza,2.0,299.0,Cash,Dine-in,598.0
FF10381,2025-01-26,Arjun,Model Town,Garlic Bread,Sides,1.0,129.0,UPI,Takeaway,129.0
FF10382,2025-01-29,Sahil,Tripuri,Garlic Bread,Sides,2.0,129.0,UPI,Dine-in,258.0
FF10383,2025-01-12,Manish,Leela Bhawan,Farmhouse Pizza,Pizza,,349.0,UPI,Dine In,
FF10384,2025-05-12,Riya,Model Town,Chicken Wings,Sides,4.0,179.0,UPI,Dine-in,716.0
FF10385,2025-04-28,Isha,Model Town,Chicken Wings,Sides,3.0,179.0,UPI,Takeaway,537.0
FF10386,2025-05-07,Kavya,Leela Bhawan ,Chicken Wings,Sides,3.0,179.0,Cash,Dine-in,537.0
FF10387,2025-06-19,Aditya,Model Town,Garlic Bread,Sides,3.0,129.0,UPI,Takeaway,387.0
FF10388,2025-05-31,Riya,Urban Estate,Veg Burger,Burgers,1.0,129.0,Cash,Takeaway,129.0
FF10389,2025-02-05,Kavya,Tripuri,Margherita Pizza,Pizza,3.0,299.0,UPI,Delivery,897.0
FF10390,2025-06-18,,Leela Bhawan,Garlic Bread,Sides,4.0,129.0,Card,Delivery,516.0
FF10391,2025-04-30,Gurpreet,Urban Estate,Classic Burger,Burgers,1.0,149.0,UPI,Dine-in,149.0
FF10392,2025-01-01,Yash,Leela Bhawan,Farmhouse Pizza,Pizza,3.0,349.0,UPI,Takeaway,1047.0
FF10393,2025-01-18,Aditya,Tripuri,French Fries,Sides,4.0,99.0,UPI,Delivery,396.0
FF10394,2025-01-01,Karan,Urban Estate,Veg Burger,Burgers,1.0,129.0,Cash,Takeaway,129.0
FF10395,2025-05-16,Sahil,Leela Bhawan,Classic Burger,Burgers,1.0,149.0,UPI,Takeaway,149.0
FF10396,2025-03-29,Aditya,Leela Bhawan,French Fries,Sides,2.0,99.0,Card,Dine-in,198.0
FF10397,2025-02-12,Yash,Leela Bhawan,Margherita Pizza,Pizza,4.0,299.0,UPI,Delivery,1196.0
FF10398,2025-06-11,Manish,Urban Estate,Garlic Bread,Sides,1.0,129.0,UPI,Dine-in,129.0
FF10399,2025-05-16,Mehak,Urban Estate,Classic Burger,Burgers,1.0,149.0,Cash,Dine-in,149.0
FF10400,2025-06-26,Aman,Model Town,Farmhouse Pizza,Pizza,1.0,349.0,Cash,Dine-in,349.0
FF10401,2025-01-05,Jaspreet,Tripuri,Lemonade,Beverages,4.0,89.0,Cash,Takeaway,356.0
FF10402,2025-05-29,Arjun,Tripuri,Margherita Pizza,Pizza,2.0,299.0,UPI ,Takeaway,598.0
FF10403,2025-03-24,Riya,Urban Estate,Cold Coffee,Beverages,2.0,119.0,UPI,Dine-in,238.0
FF10404,2025-01-03,Jaspreet,Leela Bhawan,French Fries,Sides,2.0,99.0,UPI,Delivery,198.0
FF10405,2025-02-17,Vikas,Urban Estate,Garlic Bread,Sides,4.0,129.0,Card,Delivery,516.0
FF10406,2025-06-18,Vikas,Leela Bhawan,Coke,Beverages,1.0,59.0,Card,Dine In,59.0
FF10407,2025-05-11,Rohan,Tripuri,Cheese Burger,Burgers,2.0,199.0,Card,Takeaway,398.0
FF10408,2025-05-02,Aman,Model Town,Lemonade,Beverages,3.0,89.0,UPI,Delivery,267.0
FF10409,2025-01-29,Jaspreet,Urban Estate,Chicken Wings,Sides,3.0,179.0,Card,Delivery,537.0
FF10410,2025-06-06,Aman,Urban Estate,Veg Burger,Burgers,3.0,129.0,UPI,Delivery,387.0
FF10411,2025-05-25,Rahul,Leela Bhawan,Lemonade,Beverages,1.0,89.0,Cash,Dine-in,89.0
FF10412,2025-02-10,Gurpreet,Urban Estate,Lemonade,Beverages,4.0,89.0,Card,Delivery,356.0
FF10413,2025-01-03,Gurpreet,Urban Estate,French Fries,Sides,3.0,99.0,UPI,Takeaway,297.0
FF10414,2025-04-21,Kavya,Tripuri,Classic Burger,Burgers,1.0,149.0,Card,Delivery,149.0
FF10415,2025-06-01,Simran,Tripuri,Margherita Pizza,Pizza,3.0,299.0,UPI,Delivery,897.0
FF10416,2025-01-09,Manish,Leela Bhawan,Coke,Beverages,2.0,59.0,Cash,Takeaway,118.0
FF10417,2025-03-08,Kavya,Model Town,Cheese Burger,Burgers,2.0,199.0,UPI,Takeaway,398.0
FF10418,2025-06-21,Rahul,Leela Bhawan,French Fries,Sides,3.0,99.0,Card,Delivery,297.0
FF10419,2025-03-16,Nisha,Urban Estate,Cheese Burger,Burgers,4.0,199.0,Cash,Delivery,796.0
FF10420,2025-02-18,Tanvi,Urban Estate,Garlic Bread,Sides,1.0,129.0,UPI,Dine-in,129.0
FF10421,2025-02-08,Arjun,Leela Bhawan,Coke,Beverages,3.0,59.0,Card,Dine-in,177.0
FF10422,2025-04-08,Kavya,Model Town,French Fries,Sides,4.0,99.0,UPI,Dine-in,396.0
FF10423,2025-03-21,Aman,Urban Estate,Coke,Beverages,2.0,59.0,Cash,Dine-in,118.0
FF10424,2025-04-23,Aman,Tripuri,Cold Coffee,Beverages,1.0,119.0,UPI,Dine-in,119.0
FF10425,2025-02-25,Sahil,Model Town,Margherita Pizza,Pizza,2.0,299.0,UPI,Takeaway,598.0
FF10426,2025-05-17,Pooja,Urban Estate,Cheese Burger,Burgers,4.0,199.0,UPI,Dine-in,796.0
FF10427,2025-05-06,,Leela Bhawan,Cold Coffee,Beverages,2.0,119.0,UPI,Dine-in,238.0
FF10428,2025-04-21,Nisha,Urban Estate,Margherita Pizza,Pizza,4.0,299.0,UPI,Delivery,1196.0
FF10429,2025-01-17,Karan,Model Town,Coke,Beverages,3.0,59.0,UPI,Delivery,177.0
FF10430,2025-02-24,Jaspreet,Leela Bhawan,Classic Burger,Burgers,3.0,149.0,UPI,Takeaway,447.0
FF10431,2025-06-08,Mehak,Urban Estate,Margherita Pizza,Pizza,1.0,299.0,Card,Dine-in,299.0
FF10432,2025-05-07,Karan,Tripuri,Cheese Burger,Burgers,1.0,199.0,UPI,Takeaway,199.0
FF10433,2025-05-30,Aman,Urban Estate,Veg Burger,Burgers,3.0,129.0,Card,Delivery,387.0
FF10434,2025-04-30,Pooja,Urban Estate,Coke,Beverages,1.0,59.0,Card,Delivery,59.0
FF10435,2025-02-19,Kavya,Leela Bhawan,French Fries,Sides,1.0,99.0,UPI,Takeaway,99.0
FF10436,2025-05-19,Ananya,Urban Estate,Garlic Bread,Sides,2.0,129.0,Cash,Dine-in,258.0
FF10437,2025-02-02,Karan,Urban Estate,Coke,Beverages,1.0,59.0,Cash,Takeaway,59.0
FF10438,2025-03-19,Manish,URBAN ESTATE,Lemonade,Beverages,2.0,89.0,UPI,Dine-in,178.0
FF10439,2025-04-27,Isha,Tripuri,French Fries,Sides,1.0,99.0,UPI,Dine-in,99.0
FF10440,2025-02-13,Gurpreet,Urban Estate,Veg Burger,Burgers,4.0,129.0,UPI,Delivery,516.0
FF10441,2025-05-31,Kavya,Urban Estate,Farmhouse Pizza,Pizza,2.0,349.0,Cash,Delivery,698.0
FF10442,2025-05-07,Simran,Tripuri,Coke,Beverages,2.0,59.0,Cash,Delivery,118.0
FF10443,2025-05-24,Kavya,Model Town,Garlic Bread,Sides,3.0,129.0,UPI,dine in,387.0
FF10444,2025-05-11,Mehak,Urban Estate,French Fries,Sides,2.0,99.0,UPI,Delivery,198.0
FF10445,2025-01-11,Nisha,Leela Bhawan,Margherita Pizza,Pizza,1.0,299.0,UPI,Delivery,299.0
FF10446,2025-06-27,,Urban Estate,Margherita Pizza,Pizza,4.0,299.0,UPI,Takeaway,1196.0
FF10447,2025-05-22,Isha,Tripuri,Lemonade,Beverages,2.0,89.0,UPI,Delivery,178.0
FF10448,2025-01-24,Isha,Leela Bhawan,Farmhouse Pizza,Pizza,4.0,349.0,Cash,Takeaway,1396.0
FF10449,2025-04-19,Ananya,Urban Estate,Classic Burger,Burgers,2.0,149.0,Cash,Takeaway,298.0
FF10450,2025-03-27,Karan,Model Town,Cold Coffee,Beverages,4.0,119.0,Card,Delivery,476.0
FF10451,2025-04-10,Harsh,Urban Estate,Classic Burger,Burgers,3.0,149.0,UPI,Takeaway,447.0
FF10452,2025-03-10,Kavya,Urban Estate,Veg Burger,Burgers,3.0,129.0,UPI,Dine-in,387.0
FF10453,2025-06-15,Isha,Model Town,Veg Burger,Burgers,1.0,129.0,Card,Delivery,129.0
FF10454,2025-06-23,Simran,Urban Estate,French Fries,Sides,2.0,99.0,UPI,Delivery,198.0
FF10455,2025-02-28,Neha,Model Town,Margherita Pizza,Pizza,2.0,299.0,UPI,Dine-in,598.0
FF10456,2025-06-04,Mehak,Tripuri,Farmhouse Pizza,Pizza,2.0,349.0,Card,Dine-in,698.0
FF10457,2025-06-26,Yash,Model Town,Margherita Pizza,Pizza,3.0,299.0,UPI,Takeaway,897.0
FF10458,2025-05-29,Arjun,Leela Bhawan,Coke,Beverages,4.0,59.0,UPI,Delivery,236.0
FF10459,2025-03-20,Kavya,Model Town,Cheese Burger,Burgers,4.0,199.0,Card,Takeaway,796.0
FF10460,2025-06-17,Rohan,Urban Estate,Cheese Burger,Burgers,1.0,199.0,Card,Delivery,199.0
FF10461,2025-04-28,Jaspreet,Urban Estate,Cold Coffee,Beverages,3.0,119.0,UPI,Delivery,357.0
FF10462,2025-04-21,Jaspreet,Tripuri,French Fries,Sides,3.0,99.0,UPI,Delivery,297.0
FF10463,2025-03-22,Vikas,Leela Bhawan,French Fries,Sides,4.0,99.0,UPI,Dine-in,396.0
FF10464,2025-04-21,Aditya,Model Town,Chicken Wings,Sides,3.0,179.0,Card,Delivery,537.0
FF10465,2025-01-11,Isha,Leela Bhawan,French Fries,Sides,1.0,99.0,UPI,Delivery,99.0
FF10466,2025-01-11,Karan,Leela Bhawan,Cheese Burger,Burgers,3.0,199.0,Cash,Dine-in,597.0
FF10467,2025-02-16,Tanvi,Tripuri,Margherita Pizza,Pizza,4.0,299.0,Card,Dine-in,1196.0
FF10468,2025-03-17,Manish,Leela Bhawan,Coke,Beverages,3.0,59.0,UPI,Dine-in,177.0
FF10469,2025-02-25,Isha,Urban Estate,Garlic Bread,Sides,3.0,129.0,UPI,Delivery,387.0
FF10470,2025-04-08,Vikas,Tripuri,Margherita Pizza,Pizza,3.0,299.0,Cash,Delivery,897.0
FF10471,2025-05-28,Harsh,Tripuri,Classic Burger,Burgers,2.0,149.0,UPI,Delivery,298.0
FF10472,2025-06-29,Simran,Urban Estate,Chicken Wings,Sides,4.0,179.0,Cash,Takeaway,716.0
FF10473,2025-02-09,Neha,Urban Estate,Veg Burger,Burgers,1.0,129.0,Card,Delivery,129.0
FF10474,2025-03-24,Simran,Model Town,Garlic Bread,Sides,2.0,129.0,UPI,Delivery,258.0
FF10475,2025-02-14,Pooja,Urban Estate,Chicken Wings,Sides,1.0,179.0,Card,Takeaway,179.0
FF10476,2025-03-25,Jaspreet,Leela Bhawan,Farmhouse Pizza,Pizza,4.0,349.0,Card,Takeaway,1396.0
FF10477,2025-04-07,Riya,Model Town,Classic Burger,Burgers,4.0,149.0,Card,Delivery,596.0
FF10478,2025-05-01,Arjun,Leela Bhawan,Veg Burger,Burgers,4.0,129.0,UPI,Delivery,516.0
FF10479,2025-01-05,Yash,Leela Bhawan,French Fries,Sides,1.0,99.0,UPI,Dine-in,99.0
FF10480,2025-02-11,Ananya,Model Town,Chicken Wings,Sides,4.0,179.0,UPI,Dine-in,716.0
FF10481,2025-03-09,Rohan,Tripuri,Cold Coffee,Beverages,4.0,119.0,UPI,Takeaway,476.0
FF10482,2025-06-21,Karan,Model Town,Veg Burger,Burgers,2.0,129.0,Cash,Dine-in,258.0
FF10483,2025-05-24,Nisha,Leela Bhawan,Cold Coffee,Beverages,2.0,119.0,UPI,Takeaway,238.0
FF10484,2025-03-04,Kavya,Urban Estate,Coke,Beverages,2.0,59.0,Card,Dine-in,118.0
FF10485,2025-06-15,Nisha,Leela Bhawan,Farmhouse Pizza,Pizza,1.0,349.0,Cash,Delivery,349.0
FF10486,2025-06-12,Manish,Leela Bhawan,Veg Burger,Burgers,3.0,129.0,UPI,Takeaway,387.0
FF10487,2025-06-07,Aditya,Leela Bhawan,Garlic Bread,Sides,1.0,129.0,UPI,Delivery,129.0
